,text,labels
416,"These are the brands of COVID-19 vaccines available in Nigeria — Moderna, AstraZeneca, Pfizer and Johnson &amp; Johnson and the doses you need to be protected against the virus.  Note: all vaccines are free, safe and effective.   #YesToCOVID19Vaccine  http",0
417,"TV interview with Minister Butler and Charles Croucher, The Today Show - 4 August 2022  http ... and Charles Croucher, The Today Show, on COVID-19 vaccine for immunocompromised children aged six months and above and COVID hospitalisations.",2
418,@user August 2020 we didn’t know a lot about COVID-19 or the vaccines.,0
419,"@user COVID-19 infected TFG drove around in the Beast for a photo op to show his masculinity, while subjecting SS and others to the deadly virus prior to vaccines.🙄🙄😂",2
420,"@user @user ""Posts claiming that COVID-19 vaccine producers skipped animal trials due to the animals in those trials dying are false.""  http",0
421,"@user @user Insurers to seek financial compensation from Covid-19 vaccine makers to cover “early unexpected mortality claims,” as “they have a major financial risk that they have to figure out how to manage.”   http",1
422,@user @user @user @user @user SOMEONE…please explain the reason why non US citizens flying into the USA need a Covid-19 vaccination!!! Tests have repeatedly shown the vaccine Does NOT stop the spread of COVID!!! So why are vaccinations required???,1
423,@user @user,1
424,#ICYMI COVID-19 Town Hall for Parents &amp; Guardians of Children Aged 6 months - 5 years.  ▶️Watch Dr. Hirji and Dr. Kasmani answer frequently asked questions about the COVID-19 vaccine for children aged 6 months - 5 years.  http,1
425,This is me not sure if it’s the vaccine or Covid 19 but my immune system hasn't been the same. I’m sick once or twice a month 😩.,0
426,@user @user But how did he do that when he said the Covid-19 vaccines work? I guess it only works on human beings. 🤣,2
427,EXCLUSIVE: CDC Claims Link Between Heart Inflammation and COVID-19 Vaccines Wasn’t Known for Most of 2021 #Fauci for Prison #CrimesAgainstHumanity #Covid #Vax #kills  http,0
428,"""The more people we can protect by vaccinating them, the less impact that has on the wider community.""  @user Council is providing vaccines and boosters through their Health and Wellbeing Bus COVID-19 Vaccination Service throughout the summer.  http",1
429,"@user It’s not as good as the Covid-19 messaging of mandating a vaccine that they know doesn’t stop the spread and also go protest racism mid-pandemic.   But coming on the heels of that, the monkeypox messaging is just further proof that my intuition &gt; The Science",2
430,Pleased that @user has distributed $4.6 million in grants to support its Vaccine Engagement Teams (VETs) in reducing barriers to COVID-19 vaccines and increasing access and vaccination uptake in equity-deserving communities.  Learn more:  http  http,2
431,@user COVID-19 Vaccine Toolkit designed to reduce vaccine hesitancy among DSPs:  http,1
432,"Stop by our #CommunityCare Van this week to receive #BloodPressure screenings, vaccines, at-home COVID-19 tests, and other #Health resource services in Peabody, Salem, and Lynn. Visit us at these times/locations:  http  http",2
433,"""Monkeypox was supposed to be different, because it is much harder to transmit, treatments and vaccines were already available, much was known about a virus first described in 1958, and so many lessons were supposedly learned from COVID-19.""",0
434,He promised he would sue the state after losing his job for refusing to get the COVID=19 vaccine. KOMO News has confirmed he is following through on the promise.    http,1
435,"All Manitoba children between the ages of six months and four years old will be eligible for a COVID-19 vaccine beginning on Friday, the province said.  http  http",1
436,"@user Ils vont nous faire croire que ces gens là n'étaient pas déjà vaccinés ? Continuez à nous prendre pour des billes... ""Alors qu'une majorité de Français se dit toujours hostile à la vaccination contre le Covid-19"" heu..., une majorité ? On nous aurait menti ? lol",1
437,"@user In April, then president Rodrigo Duterte’s adviser for entrepreneurship Joey Concepcion sounded the alarm about expiring vaccines. Concepcion said that around 27 million doses of COVID-19 vaccine would expire in July.  | via @user    http",0
438,"It's so cool, the BUMN Covid 19 vaccine has used recombinant protein subunit (RBD) technology which is definitely of the best quality for the health and safety of the body  #VaksinKaryaIndonesia  http",2
439,"@user @user @user You can make a case, which his followers are doing now, that Covid-19 is a false flag and the vaccines are a depopulation plot perpetrated by the new world order at the behest of the literal Christian devil, that doesn't make it true.",2
440,The South African Health Products Regulatory Authority (Sahpra) has reported that one person has died after having the Covid-19 vaccine Janssen administered  http  http,1
441,"Biden tested positive to covid-19, after receiving the covid vaccine. It means that the covid19 vaccine and the certificate of vaccination being carried along by immigrants are all rubbish.",0
442,"There were also 103 child (paediatric) vaccine doses, which were administered to 5 to 11 year olds throughout New Zealand yesterday.    More than 11.55 million doses have been administered to date.",1
443,"@user Lawyer @user ""So you're aware that the FDA had requested that the documentation that Pfizer provided in support of approval of the Pfizer COVID-19 vaccine be sealed for 75 years."" Offical who authorizes vaccines: ""No, I wasn't aware of that.""",2
444,Adolescent COVID-19 vaccine study ‘very encouraging’ for hesitant parents  http,1
445,@user The vaccine was originally sold as it would stop you getting it &amp; passing it on. “Fully protected against Covid 19” People forget this.,2
446,"@user @user And it says…. ‘However, the overall risk of anaphylaxis to an mRNA COVID-19 vaccine remains extremely low and largely comparable to other common health care exposures.’",2
447,"@user COVID-19 Vaccines Hinder the Immune System, Lead to More Severe Illness: Dr. Robert Malone",2
448,@user @user Look what they are doing in Australia. On Australian Gov website about Intentional Release of GMO in environment. Look at Directive 184 -'Commercial supply of a genetically modified COVID-19 vaccine into environment'  Status:  Current.  http,2
449,@user @user @user I am scared he could get Covid-19 again. I understood immediately he was a false negative and was mad when they brought him back to prison. They tried to misinform them(some people who worked at the hospital pushed him to not getting vaccinated). They need those vaccines..,0
450,COVID-19 Vaccine Booster PSA Get Your COVID-19 vaccine booster shot just like Dr. Dan Lovinaria.  http #covidbooster @user @user  @user @user  http,2
451,Also in the report….  ◦195 reports of deaths could not be assessed due to insufficient information ◦110 reports of deaths are unlikely linked to a COVID-19 vaccine ◦50 reports of death are still under investigation  So…zero conclusively determined to be caused by vax.,1
452,"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user More than happy to report all of you for your misinformation on ivermectin, COVID-19 vaccines, etc., in your violation of Twitter's terms of service.  As you say, Twitter would clean up nicely with all of you gone. 🙂   http  http",0
453,Many thanks to @user @user @user and Julissa Soto. #StatusQuoGotToGo Protect yourself and others by getting vaccinated for COVID-19 and other dangerous diseases.,1
454,@user Who protects us from the government’s  malfeasance?  See Covid 19 and vaccines.,2
455,"We observed high real-world vaccine effectiveness in this population. Keywords: COVID-19, coronavirus disease, severe acute respiratory syndrome ...Estimating COVID-19 Vaccine Effectiveness for Skilled Nursing Facility Healthcare ... - NCBI  http",0
456,"💉🚨Vaccine Eligibility ALERT 🚨💉  As of August 5, all children age 6 months and older are eligible for a COVID-19 vaccine.  If you have questions, please talk to your child's family doctor or pediatrician.  Find a doctor offering the vaccine near you at  http  http",2
457,Get your COVID-19 vaccine tomorrow in Exmouth  💉  See the graphic for the full details.  http,2
458,"Fact Check-‘VAIDS’ is not a real vaccine-induced syndrome, experts say; no evidence COVID-19 vaccines cause immunodeficiency    http",0
459,"Yet their greatest protection — the COVID-19 vaccine — sat largely untouched, buried under doubt, polluted by disinformation.""",0
460,"232 million Americans ages 18–65 have taken at least one dose of the COVID-19 vaccine, and 15 percent of those surveyed report a newly diagnosed condition is concerning and needs further study.",1
461,"Safety of COVID-19 Vaccines, German transparent report.   - No comparisons made to traditional vaccine risk, likely because of the lack of Informed Consent and willful ignorance of experimental mRNA tech.  Vaccine adverse events, German data  http via @user",0
462,"@user @user @user @user ""Researchers and regulators say Joseph Mercola, an osteopathic physician, creates and profits from misleading claims about Covid-19 vaccines.""  The Most Influential Spreader of Coronavirus Misinformation Online  http",1
463,"• COVID-19 VACCINE ASTRAZENECA (CHADOX1 NCOV-19)  Total reactions for Oxford/ AstraZeneca: 9,435 deaths and 514,655 (1,333,775) injuries. (The number in the parentheses is the actual total reactions.)  http",1
464,@user @user @user WHAT'S OWED!  Newsweek  Reparations $151M for Ea. African American Experts Say Money Alone Isn't Enough! It must also address Systemic Change!  1.Decendants of Slaves  2.Conflict of Interest in Police Shootings-Criminal Cases  3.COVID-19 Vaccine Genocide    http  http,1
465,"Pour ne pas oublier que ""écharpe rouge"" devra aussi répondre de ses propos sur les non vaccinés. #Covid_19 #BFMTV  http",1
466,The development of the covid-19 vaccine hinged on accelerated timelines ― and hyperconverged infrastructure from Nutanix AHV helped to make that possible for one Contract Research Organization.  http  http,2
467,@user How many boosters? Didn’t you mix vaccines while boosting? What are the colors of the masks? How often did you change them? Do you think you got COVID-19 in public or through zoom?😱😱😱,2
468,"@user @user However, though vaccines have been around for centuries the covid 19 mRNA vaccine only has been around for a period of less than 2 years.",2
469,"At-home tests can be taken even if you are up to date on your COVID-19 vaccines, or have been exposed to COVID-19 but do not have symptoms. You do not need a prescription to order or buy at-home tests. Visit  http to learn more.  http",0
470,@user @user @user How could there have been a stockpile of a vaccine for covid 19 when the virus did not exsist?  I can't even! Nice try.,0
471,A well founded rebuttal of the government's response to the petition requesting an inquiry in to Covid 19 vaccine safety.   http,0
472,Nilinaw ng Department of Health na inalis na ang priority list sa COVID-19 vaccination na isa sa mga itinuturong dahilan ng vaccine wastage o ang pagkasayang ng mga bakuna.   http,1
473,He should try getting the COVID-19 vaccine and see how much better he plays,2
474,Sen. Hontiveros on seeking a Senate probe on COVID-19 vaccine wastage: The private sector may have procured the vaccines going to waste... We have to check the drivers of this wastage.,0
475,Military Faces National Guard Refusals and Legal Blockade over Disobeying COVID-19 Vaccine Order | Military  http,1
476,« A Toronto-area casket manufacturer has seen a dramatic rise in orders for smaller-sized coffins since the rollout of COVID-19 vaccines. Children are dying. »,2
477,I want to pay my deepest condolences to the families of those who lost their lives during Covid 19 and a Big Thank You to our Prime Minister Mr Narendra Modi for walking us through those Turbulent Times without scaring us and also for providing Free Vaccines #MyTwitterAnniversary  http,1
478,"COVID-19 vaccines have been widely tested and proven to be safe. Pata chanjo so you can protect your loved ones from serious sickness, hospitalization and loss of life. Get vaccinated today. For more information, call *719#(TOLL FREE) or talk to your medical provider.  http",2
479,The latest COVID subvariant is causing an increase in hospitalizations &amp; impacting our local healthcare systems. We have FREE test kits available at our office. Staying up-to-date on vaccines &amp; wearing a mask is our best defense. Weekly COVID-19 report:  http  http,0
480,"#novavax must carry heart inflammation warning. They thought people would prefer the more traditional technology but its uptake has been poor, perhaps becoz it’s designed against Wuhan strain which is no longer a variant of concern #Covid_19 #vaccine  http",2
481,"@user @user @user @user @user The curry guy is funny cause the Indians tried to corrupt African officials to buy their Indian Covid 19 vaccine which they did. But the shipment was expired and shipped back to India. So see, Indians are also crooks.",1
482,"ON Court ruled in favour of the CPSO, finding that DR’s motivations to issue vaccine exemptions were not based on any concern for her patients’ health but from an ideology about state actions in response to COVID-19  http",0
483,"In the rush to develop a #Covid-19 vaccine, we must not sacrifice efficacy &amp; patient safety to humour politicians. We must uphold the age-long principle in #medicine, ""First do no harm"".  http",2
484,"The paper has been submitted to the leading medical journal New England Journal of Medicine. This paper illustrated the major human challenges resulted from COVID-19, such as vaccine evasion, drug resistenace, adverse effects, virus-induced secondary infection and long covid",2
485,"@user You will happily ""negotiate"" useful drugs out of business while supporting huge for-profit boondoggles like the fake and failed Covid 19 ""vaccine.""",2
486,RT  http  http - VAERS -- the U.S. vaccine safety monitoring system -- has been repeatedly misrepresented by COVID-19 vaccine critics. Now we’re seeing the same phenomenon with a similar system in Germany.  http,0
487,Top Sask. court dismisses father’s appeal against getting children COVID-19 vaccines  http,1
488,NOTICE: A special COVID-19 vaccination clinic for children and youth will take place on August 11. The clinic will have a special set up to make it less stressful for young children getting the vaccine. Learn more: -  http #PrinceEdwardCounty  http,2
489,De är vi nog många som vill se.   Spanish Superior court of justice of the Balearic islands approves request to disclose contracts between Spain and pharmaceutical companies in relation to the covid-19 vaccine  http via @user,1
490,"@user Fake news from Fake news master joseph okechukwu. I pity your followers, let me remind them about your false claims about covid 19 vaccine and 5G , you have deceived many.",0
491,@user @user @user @user @user @user @user @user Do adults who were immunized as children need polio boosters?,1
492,"Covid-19 : Seuls 11,46 % des Sénégalais ciblés vaccinés  http",2
493,@user @user,1
494,COVID-19 #Vaccines Induce Better Long-Term Immunity than Infection  http  Investigadores llevaron a cabo estudio longitudinal en el que se comparó la respuesta inmune provocada por  vacunas de ARNm y las tradicionales de COVID-19 con las infecciones primarias,2
495,"“God, No, Not Another Case.” COVID-Related Stillbirths Didn’t Have to Happen, yet their greatest protection — the COVID-19 vaccine — sat largely untouched, buried under doubt, Polluted by DISINFORMATION!!!  http #SmartNews",0
496,Misrepresentation of Germany’s Data on Unverified COVID-19 Vaccine Side Effects  http via @user,0
497,"@user Will happen when China not actively supporting, USA capitalists will play such trick.  Imagine if China is not committed to Covid-19 vaccine? The western world will make it a money making weapons, and we will be hell lot worst today.  Think, Oil companies are making more profit",2
498,"@user @user @user All 1,366 references for COVID-19 vaccine associated complications are listed by subject matter. All 1,366 references are hyperlinked here and are all published in peer-reviewed medical journals from the onset of the COVID-19 vaccinations on December 15, 2020 to March 15, 2022.",1
499,"@user What on Gods green earth is she doing on here?  This is the women, who, on live TV, said the vaccine was 100% effective and having meant you wouldnt get Covid 19.   She is a disgrace to her profession and shouldn't even be able to keep her job, let alone be on TV again.",0
500, http Intracellular Reverse Transcription of Pfizer BioNTech COVID-19 mRNA Vaccine BNT162b2 In Vitro in Human Liver Cell Line  http,2
501,"@user Dr. Ladapo was made Florida's Surgeon General by DeSantis. Ladapo promoted hydroxychloroquine and ivermectin for COVID,  and opposed COVID-19 vaccines. He thinks demon sex causes miscarriages.  http",2
502,@user And the CDC say it didn’t know about the link between Heart Inflammation and COVID-19 Vaccines for Most Of 2021. We are led by imbeciles and liars.   http,0
503,"74.2 million people in the USA have not had a single dose of a Covid-19 Vaccine, &amp; another 157 million have refused a 2nd or 3rd dose according to CDC   http  http",2
504,"@user @user @user They are healthy young people, they have more risk from the vaccine then Covid-19. They can choose to get the vaccine, no one is stopping them.",1
505,"Is it just me or does the fact a 6 month old can get a COVID 19 “vaccine” still blow you away? This is insane, there is NO REASON any child (under 18) should ever take this vaccine. #COvID #Vaccine",2
506,"BREAKING: A federal judge in Ohio has blocked the military’s COVID-19 vaccine mandate nationwide for Air Force, Space Force and Air National Guard service members who requested religious exemptions.  A tremendous victory.   http",2
507,"With a total of 39.1 million doses delivered to the Philippines, AstraZeneca’s Covid-19 vaccine is estimated to have prevented 52,224 deaths locally, an independent assessment of vaccine effectiveness shows.  Know more:  http  http",1
508,Owning the Sun: A People's History of Monopoly Medicine from Aspirin to COVID-19 Vaccines [INZVOKG]   http,2
509,"UK Medicine Regulator Confirms COVID-19 Vaccines are at Least a Shocking 7,402% Deadlier than all other Vaccines Combined  http",0
510,"“parents who joined the anti-vaccine and anti-mask cause during the pandemic, narrowing their political beliefs to a single-minded obsession over those issues.   Their thinking hardened even as Covid-19 restrictions and mandates were eased and lifted…”  http",1
511,"米国では、VAERS（Vaccine Adverse Events Recording System）により、COVID-19ワクチンによる  🚨死亡例29,790研  🚨負傷例1,357,940件  が報告されています。  http  http",1
512,"New Research: The Role of Positive and Negative Information Processing in COVID-19 Vaccine Uptake in Women of Generation X, Y, and Z: The Power of Good is Stronger Than Bad in Youngsters?  http #Psychology #Psych",2
513,"Quyền Bộ trưởng Bộ Y tế: Không chủ quan, lơ là trong phòng chống dịch; Tập trung đẩy nhanh tiêm vaccine COVID-19  http",2
514,Covid-19: Researcher blows the whistle on data integrity issues in Pfizer’s vaccine trial ...  http via @user,0
515,"Amazing how deaths are up 40% after the vaccines but politifact still denies it!! PolitiFact | No, COVID-19 vaccines aren’t responsible for an increase in deaths  http",0
516,"Useful info from @user  It's crucial for homebound individuals to get COVID-19 vaccines. Some providers of home health services:  •The Aging Network, 1-800-677-1116 •Eldercare Locator, search for services by ZIP code •Disability Information and Access Line, 1-888-677-1199",1
517,Military Faces National Guard Refusals and Legal Blockade over Disobeying COVID-19 Vaccine Order |  http  http,1
518,"Registered Nurse Natasha McDannis inoculates Otto Linn-Walton, 8, with the first dose of the Pfizer-BioNTech COVID-19 vaccine for children five to 12 years at NYC Health + Hospitals Harlem Hospital, Thursday, Nov. 4, 2021, in New York. (AP Photo/Jeenah Moon)  http",0
519,@user @user in what specific way(s) do the Covid-19 vaccines “not work” - ?  what is your Baseline?  What performance definition of “working / not working” did you establish?  have you measured expected performance Vs Outcomes?  Was it what politicians told you? you said not to trust them,2
520,EXCLUSIVE: CDC Claims Link Between Heart Inflammation and COVID-19 Vaccines Wasn’t Known for Most of 2021  http via @user,2
521,@user @user I'm talking about when Covid 19 was first discovered. There was no vaccine then,0
522,Près de 100% des décès dus au COVID-19 entre le 10 et le 17 avril concernaient les personnes vaccinées au Ca. Durant la même période 1 seul non vacciné est décédé. . .   👏👏 les non vaccinés !,1
523,@user You get free Covid-19 vaccines! Shut up. 🤣,0
524,"@user is promoting #LIES.  ""All COVID-19 vaccines were tested on animals and there were no safety concerns, medical experts say""    http",0
525,@user You can never unvaccinate your children...these Covid-19 vaccines will  damage  their immune system going forward.,1
526,"Pediatric Hospital Specialist Nadia Abraham says, “Absolutely your child needs to get the COVID-19 vaccine. All of us need it to keep them safe.”  Help protect your child from COVID-19. Find a vax location at:  http  #maxthevaxNE #vaccinessavelives #education  http",2
527,"@user @user COVID-19 vaccines don’t prevent infection, transmission, or death. We’ve been lied to.  http",0
528,"@user @user @user July 19, 2021: The WHO “reviewing a proposal by an unidentified manufacturer in Vietnam to become an mRNA-based COVID-19 vaccine technology hub.”  July 29, 2022: “Fall booster campaign.” $1.74 billion for 66 million doses of Moderna “vaccine” and the option for 234 million more.  http",2
529,"Jimmy Dore - Pfizer forecasts $32bn in revenue for COVID-19 vaccine Comirnaty, and $22bn for oral COVID-19 treatment Paxlovid, in 2022  http",2
530,"Vaccines on Saturdays!  COVID-19 vaccines will be available on Sat Aug 13 &amp; Sat Aug 27 from 9 AM - 1 PM. Appointment is required - call (562) 602-2508 🟢 #CommunityMedicineInc Affordable, quality healthcare in #Bellflower #HablamosEspanol  #covidvaccine #vaccines #familymedicine  http",2
531,"@user Fauci admits that COVID-19 Vaccines do not protect 'overly well' against infections  The White House Chief Medical Adviser Dr. Anthony Fauci conceded that COVID-19 vaccines do not protect ""overly well"" against infections  http #FoxNews",0
532,04.08.22 | Update on COVID-19 Vaccine Availability in States and UTs -  http  http,2
533,The Corpus Christi - Nueces County Public Health District has COVID-19 vaccination clinics available for adults and children 6 months and up. Find out when you're due for your next vaccination or booster at  http @user @user #COVID19 #vaccine #booster  http,2
534,Aaron Rodgers Wanted No Parts Of COVID-19 Vaccine Deaths Joke  http  http,0
535,More Americans have had severe adverse reactions to Daily Harvest than they have to the COVID-19 vaccines.,0
536,"Comparing the beginning of Covid-19 with Monkeypox is wrong, let's go to the facts, Against covid-19, we didn't have data and we didn't have vaccines, Against Monkeypox we have data and vaccine, don't believe the theorists, believe the CDC, Thanks for your attention.",1
537,"Bam!!! 74.2 million people in the USA have not had a single dose of a Covid-19 Vaccine, &amp; another 157 million have refused a 2nd or 3rd dose according to CDC The American people have seen right through President Biden’s propaganda &amp; lies  http",2
538,@user @user The covid-19 vaccine is not a vaccine. It’s Gene Therapy. Very different!,1
539,Real-World Bombshell: Professor in Scotland Declares Excess Deaths in Scotland Linked to COVID-19 Vaccines  http,0
540,"A complete #twitterexposed lie. No vaccine, ever, has had 'no safety concerns,' according to actual fact-checkers.  ""All #COVID-19 vaccines were tested on animals and there were no safety concerns, medical experts say.""",0
541,Illinois hospital system to pay $10.3 million in settlement with workers over COVID-19 vaccine mandate  http,1
542,"About a month and a half after Covid-19 vaccines became available to kids under 5 in Washington state, just under 9 percent have had their first shot. That’s significantly lower than all other age groups.  http",1
543,@user @user @user those were precautionary measures because these peoples jobs are indispensable and so they must be kept healthy. But this from the CDC:  •COVID-19 vaccines are available for everyone ages 6 months and older at no cost. •Vaccines were paid for with taxpayer dollars...,1
544,"@user @user Personnellement je sais que beaucoup de Médecins (voire plus !) ne sont pas vaccinés en prétendant l'être, pour ne pas perdre leur Job. Ce qui ne les empêchent  pas de vacciner leur clientèle.Ce sont de sacrés faux-cul.Les ARS savent. ""Covid-19 ou l'Honneur perdu de la Médecine""",1
545,Army Officer Designated a Threat After Refusing to Get a COVID-19 Vaccine RIDICULOUS AS BIDEN HIMSELF HAS SHOWN FULLY VACCINATED STILL GETTING INFECTED   http,0
546,Recent Decision: Universities Can Enforce COVID-19 'Vaccine' Mandates Even if Local Public Health Authorities Don't Ask Them To  http,2
547,"Literally what umbrella corp would say before a zombie outbreak   “All COVID-19 vaccines were tested on animals and there were no safety concerns, medical experts say”   http",2
548,Bharat Biotech expects regulator’s nod for intranasal COVID-19 vaccine this month  http,1
549,The Senate is now voting on .@tedcruz amendment to send the bill to the Homeland Security Committee to remove the requirement DC students receive #Covid_19 vaccine. The vote was DENIED!  He's just throwing random amendments.,0
550,"New COVID-19 vaccine boosters, targeting new Omicron strains of the virus, are expected to roll out across the U.S. in September.  http",2
551,"(...) I'm just sourcing. What I didn't say my censoriphic people.  ""Subacute thyroiditis after the third dose of the COVID-19 mRNA vaccine. Case report.""  http",0
552,"@user @user @user @user @user I’m not trying to be ugly, but before Covid 19, did you believe that “vaccines” prevented infection? That was the common understanding. Can we not agree that the Covid 19 “vaccine” is actually a prophylactic, rather than something that prevents infection?",2
553,"@user @user It's good to expect your govt to do better, but hailing an autocratic govt for its irrational covid-19 policy is not right when we don't even know how many of it's citizens succumbed to Covid-19. It will serve China better if it gives good vaccines to its citizens.",0
554,@user @user Masks give the first level of protection. Vaccines are not a cure for covid-19. it is like a condom and STD why learned people are behaving like IDIOTS wrt to covid-19,0
555,"South Africa’s health products regulator reports the first death that has been tied to the taking of a Covid-19 vaccine, saying that the patient had been given a Johnson &amp; Johnson shot  http via @user @user",1
556,"I recently read that a century ago, Greece had avoided the Spanish Flu by avoiding the vaccines. If true, that could be a useful key to fighting Covid-19.",1
557,"Looking back, I realise that I &amp; many people I know, got so many things wrong about #Covid_19 virus, vaccine &amp; the pandemic response by the scientists, doctors, society &amp; Govt So many dots we couldn’t connect. A scientific &amp; societal audit could help us be more sensible next time",1
558,🇺🇸Military Faces National Guard Refusals and Legal Blockade over Disobeying COVID-19 Vaccine Order  http,0
559,"Keihard bewijs dat hoe meer injecties, hoe groter de kans  op herinfectie en ernstige complicaties  COVID-19 Vaccines Hinder the Immune System, Lead to More Severe Illness: Dr. Robert Malone  http via @user  http",2
560,FDA advisers vote in favor of authorizing Covid-19 vaccines for children as young as 6 months  http,2
561,"Most Parents are Saying No to Covid-19 Vaccines for Toddlers  “More than a month after the COVID-19 shots became available, roughly 4% to 5% of children under 5 years have received them.”  http",0
562,"Moderna CEO Stéphane Bancel says the company is looking into working on a monkeypox vaccine, but with less urgency than they did with COVID-19 because there's already a vaccine on the market and it's not an airborne virus.  http",1
563,"Tuesday, Aug. 9 from 10 to 11:30 a.m. and 1 to 3:40 p.m. the Kids Mobile Medical Clinic bus will be located at Latin PCS to provide FREE back-to-school vaccines, including the COVID-19 vaccinations, to all D.C. children ages 6 months and up and their families.  http",1
564,Twitter Threatened With Class-Action Lawsuit for Banning Doctor Over COVID-19 Vaccine Post  http   http,2
565,@user @user @user Sigh... 🤦‍♀️🤦🤦‍♂️ #OANN #OnlyAbsurdNonsensicalNews Widespread claims that 108 FIFA soccer players have died in a six-month period in 2021 are not based in fact – nor are suggestions that the alleged deaths are linked to COVID-19 vaccines. @user  Fact Check  http,0
566,"Si vous obtenez un résultat positif au test de dépistage de la COVID-19 ou si vous avez des symptômes et que vous ne pouvez pas obtenir de test, ET que vous n’êtes pas entièrement vacciné ou que vous êtes immunodéprimé, l’auto-isolement est de 10 jours.  http",1
567,@user @user @user It seems Whit's only reason to get the vaccine was so he could play for a contending team. When this guy should of set a good example and gotten the vaccine when he 1st could. Tired of these athletes and the games they play with the Covid-19 vaccine.,1
568,"Live! S.C.A.L.E.S 3.0. STRATEGY LAUNCH Boss Mustapha, Sec. to the Federal Government the Federation - ""I urge leaders to mobilize all eligible subjects to take the covid-19 vaccine. It is a fact that we are not out of covid-19 yet. Data shows  an increase in cases globally""  http",0
569,"@user @user I was never told or even heard of the vaccine stopping you catching or spreading Covid-19, just decreases the severity. I hear this loads from the anti vax movement and don’t get it 🤷‍♂️",0
570,One death confirmed directly related to Covid-19 vaccine  http,1
571,"Nothing Short of Horrific Experiment; Marine Punished For Refusing Vaccine Mandate; COVID-19 Vaccines Hinder the Immune System, Lead to More Severe Illness  http",2
572,"the characteristics of the immune response   to an infection with SARS-CoV-2 as compared with (natural-my words inserted)  the immune response to an mRNA vaccine against COVID-19 (Ivanova et al., 2021).” (vaccine induced-my words inserted)",1
573,"Une étude de l'école de médecine de Harvard intitulée ""Electronic Support for Public Health-Vaccine Adverse Event Reporting System"" indique que  Le système VAERS n'enregistre que ""moins de 1 %"" des effets secondaires et des décès liés aux vaccins Covid-19",1
574,FDA and CDC recommend Novavax COVID-19 vaccine: What to know   http,2
575,Already got my covid-19 vaccine booster but here I am still looking for my daily booster 🤡,2
576,"“Jones is not .. 1st person to grift off conspiracy theories, but Infowars harnessed the power of the internet to do so on a massive scale — a model .. been imitated by anti-vaccine advocates, COVID-19 deniers &amp; champions of baseless claims that former ..”  http",1
577,"A lack of testing data and medical guidance led many to avoid the COVID-19 vaccine during pregnancy, unwittingly increasing their chances of a stillbirth.  http",2
578,"@user @user @user I was gobsmacked at the beginning of the covid-19 pandemic, when I found out Australia does not make any vaccines. It is yet another of many ways Australia is a backwards country. #auspol",0
579,"There is a minimum time that you should wait after a positive test or your first COVID-19 symptoms, or since your last dose of the vaccine, before coming forward.   Find out more at  http ◀️  #NHSGGC  http",1
580,"@user @user @user @user @user Know why vaccines even exist? Because they ended smallpox.  Know what will never happen with the current covid 19 vaccine? Ending covid19. Even with 100% ""vaccination"" of the entire population.",1
581,Possible Link Between COVID-19 Vaccination and #Autoimmune Disorders: Investigation by NCKU Researchers. These findings point to a possible association between SARS-CoV-2 mRNA vaccines and autoimmune diseases like AHA.  http  http,2
582,"Community gymnasiums, basketball courts, tennis courts and ice pads are still occupied by COVID-19 Vaccine injection set-ups, almost 3 years  Healthy lifestyle has been replaced for failed, hazardous vaccines   Leave injections to doctors   @user @user",2
583,There’s been a lot of controversy regarding Covid-19 vaccines globally and South Africa reporting its first death linked to one of the vaccines does not help at all. What do people really need to know about the virus and it’s vaccines? I wish there was more awareness about this,0
584,@user @user,1
585,"Starting today, the Pandemic Operations Center is offering the Novavax COVID-19 vaccine.  Novavax is approved as an initial vaccine series and boosters are not approved at this time.  No appointment is necessary but can be made at  http #Novavax #COVID19  http",2
586,"Biden tests positive for COVID-19 again, will continue White House isolation   http    Doubt highly that he ever received the lame vaccine ‼️‼️‼️",0
587,@user @user That’s the nature of Covid-19 &amp; the immune system’s ability to stave it off. Not the delivery mechanism (mRNA). Vaccines based on other delivery tech have same result.  There aren’t any other vaccines per se using mRNA yet.  Just some experimental cancer treatments,0
588,"@user @user @user The Covid vaccine in NOT a vaccine? I’m confused. How’s that work? It literally preps the immune system to combat the Covid-19 virus, just like a vaccine should. 🤷🏽‍♂️",0
589,"@user @user @user @user @user COVID-19 vaccines have saved millions of lives, which you'd know if you did more than 2 minutes of research.",2
590,@user Example of dis/misinformation: “Covid-19 vaccines are safe &amp; effective”. An accurate statement: “the vaccines are relatively safe in the short term &amp; moderately effective at preventing serious illness among at-risk individuals”. I’ve completed your 1st assignment for you.,1
591,Health Canada says “The safety and efficacy of Pfizer BioNTech COVID-19 vaccine in pregnant women has not yet been established in the clinical trials”After telling pregnant women it was tested and was “safe and effective”.  … http  http,0
592,"They rather let you die, than hire someone who follows true science.  This is horrific. Plan to die if you need help. Say goodbye  #death #health  Ontario hospitals plan to uphold COVID-19 vaccine policies amid 'crisis' staffing shortages  http via @user",2
593,@user @user « Parfaitement sûr » 🧐 Bonne écoute ☺️ Bonne lecture 🤓  Site de vigilance pharmaceutique de l’OMS  http (faire rechercher avec les termes COVID-19 vaccine),1
594,Register for the August 18th Digital Dialogue: Engaging Parents Around Newly Approved Pediatric COVID-19 Vaccines and Building Vaccine Confidence.  http  http,1
